claim_id,unit_id,documento,pagina,seccion,tema,subtema,tipo_de_afirmacion,sujeto,afirmacion_normalizada,condiciones,excepciones,periodo,cifra_o_unidad,cita_textual,observaciones
CA-00908,A-000772,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,( Disena tu,,,,,Tu Club ideal ·( Disena tu [@body[874]/txbx[0]/p[0]],auto-atomized from A-000772 (textbox_paragraph); seg 2/2; tipo heuristic
CA-00909,A-000773,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,experiencia],,,,,experiencia]·(Agenda tu visita guiada] [@body[875]],auto-atomized from A-000773 (paragraph); seg 1/2; tipo heuristic
CA-00910,A-000773,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,(Agenda tu visita guiada],,,,,experiencia]·(Agenda tu visita guiada] [@body[875]],auto-atomized from A-000773 (paragraph); seg 2/2; tipo heuristic
CA-00911,A-000774,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,Tu Club ideal,,,,,Tu Club ideal ·( Disena tu experiencia]·(Agenda tu visita guiada] [@body[876]],auto-atomized from A-000774 (paragraph); seg 1/3; tipo heuristic
CA-00912,A-000774,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,( Disena tu experiencia],,,,,Tu Club ideal ·( Disena tu experiencia]·(Agenda tu visita guiada] [@body[876]],auto-atomized from A-000774 (paragraph); seg 2/3; tipo heuristic
CA-00913,A-000774,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,(Agenda tu visita guiada],,,,,Tu Club ideal ·( Disena tu experiencia]·(Agenda tu visita guiada] [@body[876]],auto-atomized from A-000774 (paragraph); seg 3/3; tipo heuristic
CA-00914,A-000775,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,Volver a tu experiencia ideal,,,,,Volver a tu  experiencia ideal [@body[877]/txbx[0]/p[0]],auto-atomized from A-000775 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00915,A-000776,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,Tu Club ideal,,,,,Tu Club ideal ·( Agenda tu [@body[877]/txbx[0]/p[1]],auto-atomized from A-000776 (textbox_paragraph); seg 1/2; tipo heuristic
CA-00916,A-000776,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,( Agenda tu,,,,,Tu Club ideal ·( Agenda tu [@body[877]/txbx[0]/p[1]],auto-atomized from A-000776 (textbox_paragraph); seg 2/2; tipo heuristic
CA-00917,A-000777,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,visita guiada],,,,,visita  guiada] [@body[878]],auto-atomized from A-000777 (paragraph); seg 1/1; tipo heuristic
CA-00918,A-000778,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,- Individual club,,,,,- Individual club [@body[884]/Heading4],auto-atomized from A-000778 (heading); seg 1/1; tipo heuristic
CA-00919,A-000779,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,"By landing on a specific club page, the club is already identified",,,,,"By landing on a specific club page, the club is already identified. PB and P9 are omitted from the questionnaire. [@body[885]]",auto-atomized from A-000779 (paragraph); seg 1/2; tipo heuristic
CA-00920,A-000779,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,PB and P9 are omitted from the questionnaire.,,,,9,"By landing on a specific club page, the club is already identified. PB and P9 are omitted from the questionnaire. [@body[885]]",auto-atomized from A-000779 (paragraph); seg 2/2; tipo heuristic
CA-00921,A-000780,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,StateQuestionnaireContextual menu,,,,,StateQuestionnaireContextual menu [@body[887]],auto-atomized from A-000780 (paragraph); seg 1/1; tipo heuristic
CA-00922,A-000781,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Disefia tu experiencia,,,,,Disefia tu experiencia [@body[887]/txbx[0]/p[0]],auto-atomized from A-000781 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00923,A-000782,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,No questionnaire,,,,,No questionnaire·single-club city [@body[891]],auto-atomized from A-000782 (paragraph); seg 1/2; tipo heuristic
CA-00924,A-000782,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,single-club city,,,,,No questionnaire·single-club city [@body[891]],auto-atomized from A-000782 (paragraph); seg 2/2; tipo heuristic
CA-00925,A-000783,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,8 standard questions,,,,8 s,8 standard questions [@body[892]],auto-atomized from A-000783 (paragraph); seg 1/1; tipo heuristic
CA-00926,A-000784,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,(10 if weight loss),(10 if weight loss),,,10,(10 if weight loss) [@body[893]],auto-atomized from A-000784 (paragraph); seg 1/1; tipo heuristic
CA-00927,A-000785,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,visita guiada],,,,,visita  guiada] [@body[895]],auto-atomized from A-000785 (paragraph); seg 1/1; tipo heuristic
CA-00928,A-000786,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,(Agenda tu,,,,,·(Agenda tu [@body[898]],auto-atomized from A-000786 (paragraph); seg 1/1; tipo heuristic
CA-00929,A-000787,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,No questionnaire,,,,,No questionnaire·city with up to3clubs [@body[904]],auto-atomized from A-000787 (paragraph); seg 1/2; tipo heuristic
CA-00930,A-000787,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,city with up to3clubs,,,,3clubs,No questionnaire·city with up to3clubs [@body[904]],auto-atomized from A-000787 (paragraph); seg 2/2; tipo heuristic
CA-00931,A-000788,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,No questionnaire • city with morethan3clubs (( CIUDAD-ZMVM)),,,,3clubs,No questionnaire • city with morethan3clubs (( CIUDAD-ZMVM)) [@body[907]],auto-atomized from A-000788 (paragraph); seg 1/1; tipo heuristic
CA-00932,A-000789,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,"Complete, inside the flow",,,,,"Complete, inside the flow [@body[908]]",auto-atomized from A-000789 (paragraph); seg 1/1; tipo heuristic
CA-00933,A-000790,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,"Complete, outside the flow",,,,,"Complete, outside the flow· single-club city [@body[911]]",auto-atomized from A-000790 (paragraph); seg 1/2; tipo heuristic
CA-00934,A-000790,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,single-club city,,,,,"Complete, outside the flow· single-club city [@body[911]]",auto-atomized from A-000790 (paragraph); seg 2/2; tipo heuristic
CA-00935,A-000791,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,"Complete, outside the flow • city with up to 3 clubs",,,,3,"Complete, outside the flow • city with up to 3 clubs [@body[912]]",auto-atomized from A-000791 (paragraph); seg 1/1; tipo heuristic
CA-00936,A-000792,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,"Complete, outside the flow • city with more than 3 clubs",,,,3,"Complete, outside the flow • city with more than 3 clubs [@body[915]]",auto-atomized from A-000792 (paragraph); seg 1/1; tipo heuristic
CA-00937,A-000793,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,- Amenity,,,,,-  Amenity [@body[920]],auto-atomized from A-000793 (paragraph); seg 1/1; tipo heuristic
CA-00938,A-000794,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,State,,,,,State [@body[921]],auto-atomized from A-000794 (paragraph); seg 1/1; tipo heuristic
CA-00939,A-000795,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,8 standard questions,,,,8 s,8 standard questions [@body[922]],auto-atomized from A-000795 (paragraph); seg 1/1; tipo heuristic
CA-00940,A-000796,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,(10 if weight loss),(10 if weight loss),,,10,(10 if weight loss) [@body[923]],auto-atomized from A-000796 (paragraph); seg 1/1; tipo heuristic
CA-00941,A-000797,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,8 standard questions,,,,8 s,8 standard questions [@body[926]],auto-atomized from A-000797 (paragraph); seg 1/1; tipo heuristic
CA-00942,A-000798,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,(10 if weight loss),(10 if weight loss),,,10,(10 if weight loss) [@body[927]],auto-atomized from A-000798 (paragraph); seg 1/1; tipo heuristic
CA-00943,A-000799,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Already complete,,,,,Already complete [@body[930]],auto-atomized from A-000799 (paragraph); seg 1/1; tipo heuristic
CA-00944,A-000800,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Already complete,,,,,Already complete [@body[933]],auto-atomized from A-000800 (paragraph); seg 1/1; tipo heuristic
CA-00945,A-000801,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Already complete,,,,,Already complete [@body[936]],auto-atomized from A-000801 (paragraph); seg 1/1; tipo heuristic
CA-00946,A-000802,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Already complete,,,,,Already complete [@body[940]],auto-atomized from A-000802 (paragraph); seg 1/1; tipo heuristic
CA-00947,A-000803,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Questionnaire,,,,,Questionnaire [@body[949]],auto-atomized from A-000803 (paragraph); seg 1/1; tipo heuristic
CA-00948,A-000804,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Otros clubes en tu ciudad,,,,,Otros clubes en tu  ciudad ·(Disefia [@body[951]/txbx[0]/p[0]],auto-atomized from A-000804 (textbox_paragraph); seg 1/2; tipo heuristic
CA-00949,A-000804,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,(Disefia,,,,,Otros clubes en tu  ciudad ·(Disefia [@body[951]/txbx[0]/p[0]],auto-atomized from A-000804 (textbox_paragraph); seg 2/2; tipo heuristic
CA-00950,A-000805,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,tu experiencia],,,,,tu experiencia]·[Agenda tu visita guiada] [@body[952]],auto-atomized from A-000805 (paragraph); seg 1/2; tipo heuristic
CA-00951,A-000805,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,[Agenda tu visita guiada],,,,,tu experiencia]·[Agenda tu visita guiada] [@body[952]],auto-atomized from A-000805 (paragraph); seg 2/2; tipo heuristic
CA-00952,A-000806,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Otros clubes en elarea,,,,,Otros clubes en elarea ·(Disefia tu [@body[953]/txbx[0]/p[0]],auto-atomized from A-000806 (textbox_paragraph); seg 1/2; tipo heuristic
CA-00953,A-000806,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,(Disefia tu,,,,,Otros clubes en elarea ·(Disefia tu [@body[953]/txbx[0]/p[0]],auto-atomized from A-000806 (textbox_paragraph); seg 2/2; tipo heuristic
CA-00954,A-000807,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,experiencia],,,,,experiencia]·[Agenda tu visita guiada] [@body[954]],auto-atomized from A-000807 (paragraph); seg 1/2; tipo heuristic
CA-00955,A-000807,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,[Agenda tu visita guiada],,,,,experiencia]·[Agenda tu visita guiada] [@body[954]],auto-atomized from A-000807 (paragraph); seg 2/2; tipo heuristic
CA-00956,A-000808,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Volver a tu experiencia ideal,,,,,Volver a tu experiencia ideal· [@body[955]/txbx[0]/p[0]],auto-atomized from A-000808 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00957,A-000809,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Agenda tuvisita guiada,,,,,Agenda tuvisita  guiada [@body[955]/txbx[0]/p[1]],auto-atomized from A-000809 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00958,A-000810,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Volver a tu experiencia ideal,,,,,Volver a tu experiencia ideal· [@body[955]/txbx[1]/p[0]],auto-atomized from A-000810 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00959,A-000811,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Agenda tu visita guiada,,,,,Agenda tu  visita guiada [@body[955]/txbx[1]/p[1]],auto-atomized from A-000811 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00960,A-000812,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Volver a tu experiencia ideal,,,,,Volver a tu experiencia ideal· Otros clubes en tu ciudad ·(Agenda [@body[955]/txbx[2]/p[0]],auto-atomized from A-000812 (textbox_paragraph); seg 1/3; tipo heuristic
CA-00961,A-000812,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Otros clubes en tu ciudad,,,,,Volver a tu experiencia ideal· Otros clubes en tu ciudad ·(Agenda [@body[955]/txbx[2]/p[0]],auto-atomized from A-000812 (textbox_paragraph); seg 2/3; tipo heuristic
CA-00962,A-000812,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,(Agenda,,,,,Volver a tu experiencia ideal· Otros clubes en tu ciudad ·(Agenda [@body[955]/txbx[2]/p[0]],auto-atomized from A-000812 (textbox_paragraph); seg 3/3; tipo heuristic
CA-00963,A-000813,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,tu visita guiada],,,,,tu  visita guiada] [@body[958]],auto-atomized from A-000813 (paragraph); seg 1/1; tipo heuristic
CA-00964,A-000814,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Volver a tu experiencia ideal,,,,,Volver a tu experiencia ideal· Otros clubes en elarea •[Agenda tu visita guiada] [@body[960]],auto-atomized from A-000814 (paragraph); seg 1/2; tipo heuristic
CA-00965,A-000814,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Otros clubes en elarea •[Agenda tu visita guiada],,,,,Volver a tu experiencia ideal· Otros clubes en elarea •[Agenda tu visita guiada] [@body[960]],auto-atomized from A-000814 (paragraph); seg 2/2; tipo heuristic
CA-00966,A-000815,v4.1,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,requisito,- Individual club,Contextual menu,,,,,Contextual menu [@body[966]],auto-atomized from A-000815 (paragraph); seg 1/1; tipo heuristic
