unit_id,tipo,pagina,encabezado,subencabezado,clausula,ubicacion_dentro_de_clausula,texto_normalizado,texto_original
A-000830,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[996],StateQuestionnaireContextual menu,StateQuestionnaireContextual menu
A-000831,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[1000],"Complete, inside the flow","Complete, inside the flow"
A-000832,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[1005],"Complete, outside the flow","Complete, outside the flow"
A-000833,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[1006],Already complete,Already complete
A-000834,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[1011],Already complete,Already complete
A-000835,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[1014],(Volver a tu experiencia ideal]·(Agenda tu visita guiada],(Volver a tu experiencia  ideal]·(Agenda tu visita  guiada]
A-000836,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[1016],(Volver a tu experiencia ideal]·(Agenda tu visita guiada],(Volver a tu experiencia  ideal]·(Agenda tu visita  guiada]
A-000837,heading,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,body[1021]/Heading4,- Premium Les Mills class,-  Premium Les Mills class
A-000838,paragraph,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,body[1022],Landing on a class pre-fills P4 (movement type) with the class's discipline. The user can confirm or change.,Landing on a class pre-fills P4 (movement type) with the class's discipline. The user can confirm or change.
A-000839,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[0]/c[0],State,State
A-000840,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[0]/c[1],Questionnaire,Questionnaire
A-000841,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[0]/c[2],Contextual menu,Contextual menu
A-000842,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[2]/c[0],No questionnaire· no club,No questionnaire· no club
A-000843,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[2]/c[1],"10 questions, P4 pre-filled and","10 questions, P4 pre-filled and"
A-000844,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[2]/c[2],Tu Club ideal •( Disena tu,Tu Club ideal •( Disena tu 
A-000845,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[3]/c[0],selected • no inferred,selected • no inferred
A-000846,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[3]/c[1],editable (12 if weight loss),editable (12 if weight loss)
A-000847,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[3]/c[2],experiencia]·(Agenda tu,experiencia]·(Agenda tu 
A-000848,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[4]/c[0],location,location
A-000849,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[4]/c[2],visita guiada],visita guiada]
A-000850,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[6]/c[0],No questionnaire·no club,No questionnaire·no club
A-000851,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[6]/c[1],"10 questions, P4, PB and P9 pre-","10 questions, P4, PB and P9 pre-"
A-000852,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[6]/c[2],Tu Club ideal •( Disena tu,Tu Club ideal •( Disena tu 
A-000853,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[7]/c[0],selected· with inferred location,selected· with inferred location
A-000854,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[7]/c[1],filled and editable (12 if weight loss),filled and editable (12 if weight loss)
A-000855,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[7]/c[2],experiencia]·(Agenda tu visita guiada],experiencia]·(Agenda tu  visita guiada]
A-000856,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[8]/c[0],No questionnaire·with club,No questionnaire·with club
A-000857,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[8]/c[1],"10 questions, P4 pre-filled and","10 questions, P4 pre-filled and"
A-000858,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[8]/c[2],Disena tu experiencia,Disena tu experiencia
A-000859,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[9]/c[0],selected,selected
A-000860,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[9]/c[1],editable (12 if weight loss),editable (12 if weight loss)
A-000861,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[9]/c[2],Agenda tu visita guiada,Agenda tu visita guiada
A-000862,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[11]/c[0],"Complete, inside the flow","Complete, inside the flow"
A-000863,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[11]/c[1],Already complete,Already complete
A-000864,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[11]/c[2],(Volver a tu experiencia,(Volver a tu experiencia 
A-000865,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[12]/c[2],ideal]·(Agenda tu visita,ideal]·(Agenda tu visita 
A-000866,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[13]/c[2],guiada],guiada]
A-000867,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[15]/c[0],"Complete, outside the flow","Complete, outside the flow"
A-000868,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[15]/c[1],Already complete,Already complete
A-000869,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[15]/c[2],(Volver a tu experiencia,(Volver a tu experiencia 
A-000870,table_cell,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,table@body[1024]/r[16]/c[2],ideal]·( Agenda tu visita,ideal]·( Agenda tu visita 
A-000871,paragraph,,Part 5 -Per-Page Behavior Matrices,- Premium Les Mills class,- Premium Les Mills class,body[1025],guiada],guiada]
A-000872,heading,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1029]/Heading4,- Regular class,- Regular class
A-000873,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1030],Behavior identical to Premium Les Mills class.,Behavior identical to Premium Les Mills class.
A-000874,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1032],StateQuestionnaireContextual menu,StateQuestionnaireContextual menu
A-000875,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1036],No questionnaire·no club selected • no inferred location,No questionnaire·no club selected • no inferred location
A-000876,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1038],No questionnaire·no club selected· with inferred location,No questionnaire·no club selected· with inferred location
A-000877,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1040],No questionnaire·with club selected,No questionnaire·with club selected
A-000878,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1042],"Complete, inside the flow","Complete, inside the flow"
A-000879,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1047],"Complete, outside the flow","Complete, outside the flow"
A-000880,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1048],"10 questions, P4 pre-filled and editable (12 if weight loss)","10 questions, P4 pre-filled and editable (12 if weight loss)"
A-000881,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1051],"10 questions, P4, PB and P9 pre-filled and editable (12 if weight loss)","10 questions, P4, PB and P9 pre-filled and editable (12 if weight loss)"
A-000882,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1053],"10 questions, P4 pre-filled and editable (12 if weight loss)","10 questions, P4 pre-filled and editable (12 if weight loss)"
A-000883,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1055],Already complete,Already complete
A-000884,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1060],Already complete,Already complete
A-000885,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1062]/txbx[0]/p[0],Tu Club ideal •( Disena tu,Tu Club ideal •( Disena tu
A-000886,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1063],experiencia]·(Agenda tu visita guiada],experiencia]·(Agenda tu visita guiada]
A-000887,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1064]/txbx[0]/p[0],Tu Club ideal •( Disena tu,Tu Club ideal •( Disena tu
A-000888,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1065],experiencia]·(Agenda tu visita guiada],experiencia]·(Agenda tu visita guiada]
A-000889,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1066]/txbx[0]/p[0],Disena tu experiencia • Agenda tu visita guiada,Disena tu experiencia • Agenda tu visita guiada
A-000890,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1068],(Volver a tu experiencia ideal]·(Agenda tu visita guiada],(Volver a tu experiencia ideal]·(Agenda tu visita guiada]
A-000891,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1070],(volver a tu experiencia ideal]·(Agenda tu visita guiada],(volver a tu experiencia ideal]·(Agenda tu visita guiada]
A-000892,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1076],- FitKidz,-  FitKidz
A-000893,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1077],"FitKidz has special behavior: when the user has no club identified, the system forces them through the Tu Club ideal flow before showing class-specific content. Once they have a club, the Clases FitKidz disponibles button appears with the club's schedule. Landing on FitKidz","FitKidz has special behavior: when the user has no club identified, the system forces them through the Tu  Club ideal flow before showing class-specific content. Once they have a club, the Clases FitKidz disponibles button appears with the club's schedule. Landing on FitKidz"
A-000894,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1078],pre-fills P2 (composition) with family or. The user can confirm or change.,pre-fills P2 (composition) with family or. The user can confirm or change.
A-000895,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1078]/txbx[0]/p[0],kids,kids
A-000896,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1080],StateQuestionnaireContextual menu,StateQuestionnaireContextual menu
A-000897,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1080]/txbx[0]/p[0],Tu Club ideal,Tu Club ideal
A-000898,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1084],No questionnaire·,No questionnaire·
A-000899,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1085],The system forces the,The system forces the
A-000900,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1086],flow before•,flow before•
A-000901,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1088],no club selected • no inferred location,no club selected • no inferred location
A-000902,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1088]/txbx[0]/p[0],Tu C1 u b idea1,Tu C1 u b idea1
A-000903,paragraph,,Part 5 -Per-Page Behavior Matrices,- Regular class,- Regular class,body[1090],No questionnaire· no club selected • with inferred location,No questionnaire· no club selected • with inferred location
