mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00620,CA-01416,CB-00119,COMPATIBLE_NO_EDIT,false,media,Weight loss,body[1508,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00621,CA-01417,,COMPATIBLE_NO_EDIT,false,baja,Activates the 12-question variant of the questionnaire (Rule 19),body[1508,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00622,CA-01418,CB-00119,COMPATIBLE_NO_EDIT,false,media,Page classified as YMYL (Rule 14).,body[1508,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00623,CA-01427,,COMPATIBLE_NO_EDIT,false,baja,"World] drawer, internal links), without going through the questionnaire or BES.",body[1522,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00624,CA-01431,,COMPATIBLE_NO_EDIT,false,baja,Mexican professional license number,body[1528,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00625,CA-01432,CB-00119,COMPATIBLE_NO_EDIT,false,media,Required visible on YMYL pages for the medical reviewer (Rule 14).,body[1528,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00626,CA-01433,,COMPATIBLE_NO_EDIT,false,baja,(Disena tu experiencia],body[1534,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00627,CA-01437,,COMPATIBLE_NO_EDIT,false,baja,Design your experience,body[1538,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00628,CA-01438,CB-00119,COMPATIBLE_NO_EDIT,false,media,The 10-question (or 12-question for weight loss) questionnaire that captures user information to build a personalized plan.,body[1538,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00629,CA-01444,,COMPATIBLE_NO_EDIT,false,baja,Contextual menu,body[1542]/txbx[4]/p[0,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00630,CA-01452,CB-00119,COMPATIBLE_NO_EDIT,false,media,"Family of medications for diabetes and weight loss (Ozempic, Wegovy, Mounjaro, and similar)",body[1551,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00631,CA-01453,,COMPATIBLE_NO_EDIT,false,baja,Sensitive information; users taking them require special handling in their plan.,body[1551,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00632,CA-01462,,COMPATIBLE_NO_EDIT,false,baja,"The club identified by the system as the best fit for the user, either because the user picked it explicitly, because the external search identified it, or because questionnaire questions PS and P9 led to it.",body[1560,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00633,CA-01476,CB-00119,COMPATIBLE_NO_EDIT,false,media,Sports World uses it on the Bajar de peso hub to indicate that the content has professional sign-off (Rule 13).,body[1573,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00634,CA-01486,,COMPATIBLE_NO_EDIT,false,baja,"The 6 categories of P4: calm and conscious movement, sustained cardio without jumps, intense cardio with jumps, weights and strength training, water sports, no preference.",body[1588,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00635,CA-01487,,COMPATIBLE_NO_EDIT,false,baja,"Questions of the questionnaire, numbered",body[1590,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00636,CA-01488,,COMPATIBLE_NO_EDIT,false,baja,P1 is goal; P9 is specific geography.,body[1590,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00637,CA-01489,,COMPATIBLE_NO_EDIT,false,baja,"[P10-WL, Pll-WL, P12- Questions added or replaced in the weight-loss variant",body[1593,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00638,CA-01490,,COMPATIBLE_NO_EDIT,false,baja,WL stands for,body[1593,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00639,CA-01491,CB-00119,COMPATIBLE_NO_EDIT,false,media,�weight loss.,body[1594,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00640,CA-01492,,COMPATIBLE_NO_EDIT,false,baja,"Pl, P2, P3, ...",body[1594]/txbx[0]/p[0,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00641,CA-01494,,COMPATIBLE_NO_EDIT,false,baja,Standard medical questionnaire used before starting physical activity,body[1596,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00642,CA-01495,,COMPATIBLE_NO_EDIT,false,baja,"P10 is a friendly, simplified version of the PAR-Q.",body[1596,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00643,CA-01498,,COMPATIBLE_NO_EDIT,false,baja,When a questionnaire question appears with a suggested answer based on information the system already has,body[1600,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00644,CA-01499,,COMPATIBLE_NO_EDIT,false,baja,The user can confirm or change.,body[1600,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00645,CA-01508,,COMPATIBLE_NO_EDIT,false,baja,"(Questionnaire complete, inside the flow)",body[1619,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00646,CA-01509,,COMPATIBLE_NO_EDIT,false,baja,"(Questionnaire complete, outside the flow)",body[1621,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00647,CA-01511,,COMPATIBLE_NO_EDIT,false,baja,The user completed the questionnaire and is currently navigating within the active flow of their personalized plan.,body[1623,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00648,CA-01512,,COMPATIBLE_NO_EDIT,false,baja,"The user completed the questionnaire previously but is now navigating freely, no longer inside the active plan flow.",body[1626,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00649,CA-01517,,COMPATIBLE_NO_EDIT,false,baja,Pre-filling,body[1631]/txbx[1]/p[0,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00650,CA-01528,,COMPATIBLE_NO_EDIT,false,baja,A questionnaire-complete plan generated more than 60 days ago,body[1638,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00651,CA-01529,,COMPATIBLE_NO_EDIT,false,baja,Triggers a non-blocking refresh prompt (Rule 34).,body[1638,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00652,CA-01538,,COMPATIBLE_NO_EDIT,false,baja,"Version of the questionnaire that activates when the user answers P1 = Baja r de peso .12 questions in total, includes a health-disclaimer modal before the result, and captures the user's physical data (weight, height, age).",body[1652,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00653,CA-01539,,COMPATIBLE_NO_EDIT,false,baja,Your Money or Your Life - Google search-quality terminology for content that could affect a user's health or finances,body[1654,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00654,CA-01540,CB-00119,COMPATIBLE_NO_EDIT,false,media,"Sports World's [ Bajar de peso )hub, rehabilitation hub, and some Journal articles are YMYL. Triggers Rule 14.",body[1654,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00655,CA-01545,CB-00119,COMPATIBLE_NO_EDIT,false,media,YMYL,body[1660]/txbx[0]/p[0,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
M-00656,CA-01550,,REQUIERE_REEMPLAZO,false,alta,Questionnaire codes.,body[1663]/Heading4,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00657,CA-01551,,REQUIERE_REEMPLAZO,false,alta,"Pl (goal), P2 (composition), P3 (level), P4 (movement type), PS (format), P6 (frequency), P7 (schedule), P8 (geography intent), P9 (specific geography), PlO (health).",body[1665,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00658,CA-01552,,REQUIERE_REEMPLAZO,false,alta,"Weight-loss variant adds PlO-WL (replacing PlO), Pll-WL (current physical data), P12-WL (change goal).",body[1666,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00659,CA-01553,,REQUIERE_REEMPLAZO,false,alta,Cityclassificationcodes,body[1668,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00660,CA-01554,,REQUIERE_REEMPLAZO,false,alta,"CIUDAD-1, CIUDAD-POCOS,.See Rule 24.",body[1668,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00661,CA-01555,,REQUIERE_REEMPLAZO,false,alta,CIUDAD-ZMVM,body[1668]/txbx[0]/p[0,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00662,CA-01556,,REQUIERE_REEMPLAZO,false,alta,Article tag codes,body[1669,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00663,CA-01557,,REQUIERE_REEMPLAZO,false,alta,"All lowercase, hyphenated",body[1669,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00664,CA-01558,,REQUIERE_REEMPLAZO,false,alta,See Rule 29 for the full list.,body[1669,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00665,CA-01559,,REQUIERE_REEMPLAZO,false,alta,Rules,body[1670,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00666,CA-01560,,REQUIERE_REEMPLAZO,false,alta,"Rule 1 to Rule 37, with sub-rules 3.1 and 3.2",body[1670,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00667,CA-01561,,REQUIERE_REEMPLAZO,false,alta,All numbered globally.,body[1670,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00668,CA-01562,,REQUIERE_REEMPLAZO,false,alta,Code immutability principle,body[1671,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
M-00669,CA-01563,,REQUIERE_REEMPLAZO,false,alta,None of the codes above are reassigned if an element is removed or replaced,body[1671,New questionnaire codes Q1..Q19 replace legacy P-series,prompt §3 + Appendix D rewrite,Rewrite questionnaire-codes subsection: P1-P10 + WL series -> Q1-Q19; preserve city/article/rule code systems and immutability principle,Appendix D / Questionnaire codes,legacy P-code list superseded by Q-codes; other code systems untouched (§6)
